"name","team_name","game_date","season","espn_player_id","team_id","espn_game_id","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","dribbles","touch_time","defender_name","defender_distance","shot_clock"
"Jimmy Butler","Chicago Bulls","2015-12-21",2015,6430,1610612741,400828301,1,9,17,0,"Jump Shot","3PT Field Goal",22.4,"Brooklyn Nets",-235,0,0,1.2,"Bogdanovic, Bojan",4.7,18.9
"Avery Bradley","Boston Celtics","2016-01-20",2015,4240,1610612738,400828520,4,0,17,0,"Jump Shot","3PT Field Goal",24.4,"Toronto Raptors",-212,129,0,0.9,"Ross, Terrence",2.3,18.8
"Nik Stauskas","Philadelphia 76ers","2015-12-26",2015,2991042,1610612755,400828338,3,1,38,1,"Jump Shot","3PT Field Goal",23.1,"Phoenix Suns",-233,16,0,0.8,"Teletovic, Mirza",3.2,12
"Trey Burke","Utah Jazz","2015-12-09",2015,2579260,1610612762,400828214,2,11,45,1,"Jump Shot","3PT Field Goal",24.5,"New York Knicks",-165,190,0,0.9,"Galloway, Langston",1.9,11.9
"Patrick Beverley","Houston Rockets","2016-01-15",2015,3964,1610612745,400828488,4,8,53,1,"Jump Shot","3PT Field Goal",24.3,"Cleveland Cavaliers",-230,120,0,1.1,"Jefferson, Richard",6.2,24
"Gerald Green","Miami Heat","2016-01-20",2015,2761,1610612748,400828517,3,7,48,0,"Jump Shot","3PT Field Goal",22.6,"Washington Wizards",235,-15,0,0.6,"Temple, Garrett",3,10.3
"Jose Juan Barea","Dallas Mavericks","2015-12-26",2015,,1610612742,400828336,3,11,38,1,"Jump Shot","3PT Field Goal",24,"Chicago Bulls",-196,154,0,0.8,"Mirotic, Nikola",6.5,2.7
"Mike Conley","Memphis Grizzlies","2015-12-06",2015,3195,1610612763,400828186,3,2,47,0,"Jump Shot","3PT Field Goal",22.9,"Phoenix Suns",-215,146,0,0.8,"Bledsoe, Eric",3.1,9.1
"Eric Bledsoe","Phoenix Suns","2015-12-06",2015,4238,1610612756,400828186,1,5,53,0,"Jump Shot","3PT Field Goal",23.2,"Memphis Grizzlies",-225,-16,0,1.1,"Conley, Mike",4,10.1
"Paul George","Indiana Pacers","2016-01-02",2015,4251,1610612754,400828385,3,9,45,0,"Jump Shot","3PT Field Goal",24.4,"Detroit Pistons",-9,257,0,0.8,"Caldwell-Pope, Kentavious",6.1,19.6
"CJ McCollum","Portland Trail Blazers","2015-12-14",2015,2490149,1610612757,400828253,2,0,32,0,"Jump Shot","3PT Field Goal",27.5,"New Orleans Pelicans",-197,188,0,0.8,"Cunningham, Dante",6.6,10.7
"JR Smith","Cleveland Cavaliers","2016-01-10",2015,2444,1610612739,400828446,1,5,52,1,"Jump Shot","3PT Field Goal",22.5,"Philadelphia 76ers",-241,11,0,0.8,"Grant, Jerami",4.6,4.4
"Stephen Curry","Golden State Warriors","2015-12-06",2015,3975,1610612744,400828187,3,0,1,1,"Jump Shot","3PT Field Goal",24.4,"Brooklyn Nets",-207,129,2,1.3,"Johnson, Joe",2.5,0
"Zach LaVine","Minnesota Timberwolves","2015-12-09",2015,3064440,1610612750,400828212,3,3,2,0,"Jump Shot","3PT Field Goal",24.6,"Los Angeles Lakers",164,183,1,1.8,"Huertas, Marcelo",7.8,13.4
"Mario Chalmers","Memphis Grizzlies","2016-01-10",2015,3419,1610612763,400828447,4,0,52,0,"Jump Shot","3PT Field Goal",23,"Boston Celtics",-235,0,0,0.7,"Thomas, Isaiah",1.9,3.3
"Paul George","Indiana Pacers","2016-01-10",2015,4251,1610612754,400828448,3,1,4,1,"Jump Shot","3PT Field Goal",22.2,"Houston Rockets",230,-5,0,1.3,"Capela, Clint",10.2,4.4
"George Hill","Indiana Pacers","2016-01-10",2015,3438,1610612754,400828448,2,3,26,1,"Jump Shot","3PT Field Goal",22.5,"Houston Rockets",-222,7,0,0.9,"Terry, Jason",13.3,8
"AlFarouq Aminu","Portland Trail Blazers","2016-01-10",2015,4248,1610612757,400828451,2,0,47,0,"Jump Shot","3PT Field Goal",24.6,"Oklahoma City Thunder",-202,149,0,1,"Ibaka, Serge",16,17.4
"Nicolas Batum","Charlotte Hornets","2016-01-15",2015,3416,1610612766,400828485,4,0,0,0,"Jump Shot","3PT Field Goal",23.1,"New Orleans Pelicans",-237,2,0,0.3,"Gee, Alonzo",1.7,0
"Jeremy Lin","Charlotte Hornets","2016-01-20",2015,4299,1610612766,400828523,1,1,21,0,"Jump Shot","3PT Field Goal",24.4,"Oklahoma City Thunder",17,237,0,1.1,"Waiters, Dion",4.3,23.1
"Jose Juan Barea","Dallas Mavericks","2015-12-14",2015,,1610612742,400828250,2,8,9,0,"Jump Shot","3PT Field Goal",24.4,"Phoenix Suns",-27,247,1,3,"Price, Ronnie",6.1,15.8
"Trey Burke","Utah Jazz","2015-12-09",2015,2579260,1610612762,400828214,4,5,1,1,"Jump Shot","3PT Field Goal",26.3,"New York Knicks",-76,228,0,0.8,"Williams, Derrick",14.1,2.1
"Paul George","Indiana Pacers","2016-01-04",2015,4251,1610612754,400828402,1,9,7,1,"Jump Shot","3PT Field Goal",23.2,"Miami Heat",-233,7,0,0.8,"Deng, Luol",5.1,13
"Kelly Olynyk","Boston Celtics","2016-01-15",2015,2489663,1610612738,400828482,2,9,0,0,"Jump Shot","3PT Field Goal",26.3,"Phoenix Suns",-143,203,0,1,"Leuer, Jon",8.1,17.2
"Gary Harris","Denver Nuggets","2016-01-10",2015,2999547,1610612743,400828450,4,0,52,0,"Jump Shot","3PT Field Goal",23,"Charlotte Hornets",230,41,0,0.8,"Lamb, Jeremy",4.1,6.6
"Courtney Lee","Memphis Grizzlies","2015-12-06",2015,3445,1610612763,400828186,4,2,19,1,"Jump Shot","3PT Field Goal",22.4,"Phoenix Suns",-227,-10,0,1.4,"Knight, Brandon",17.8,13.2
"Joe Ingles","Utah Jazz","2015-12-14",2015,2968436,1610612762,400828251,2,8,33,0,"Jump Shot","3PT Field Goal",22.1,"San Antonio Spurs",-243,26,0,0.7,"Mills, Patty",2.8,16.5
"Jeremy Lamb","Charlotte Hornets","2016-01-02",2015,6603,1610612766,400828384,2,9,26,0,"Jump Shot","3PT Field Goal",24,"Oklahoma City Thunder",107,228,0,0.8,"Waiters, Dion",1.9,13.4
"Omri Casspi","Sacramento Kings","2016-01-20",2015,3554,1610612758,400828525,4,8,34,0,"Jump Shot","3PT Field Goal",29.8,"Los Angeles Lakers",74,262,0,0.8,"Russell, D'Angelo",6.1,4
"Joe Ingles","Utah Jazz","2016-01-04",2015,2968436,1610612762,400828405,3,2,50,0,"Jump Shot","3PT Field Goal",23.3,"Houston Rockets",-227,70,0,0.8,"Harden, James",6.3,2.6
"Darren Collison","Sacramento Kings","2016-01-02",2015,3973,1610612758,400828383,2,7,46,0,"Jump Shot","3PT Field Goal",22.1,"Phoenix Suns",-233,7,0,1.2,"Leuer, Jon",5.7,12.7
"Khris Middleton","Milwaukee Bucks","2016-01-10",2015,6609,1610612749,400828449,4,9,12,1,"Jump Shot","3PT Field Goal",22.4,"New York Knicks",-237,-29,0,0.7,"Thomas, Lance",3.4,17.4
"Otto Porter","Washington Wizards","2015-12-06",2015,,1610612764,400828189,4,0,18,0,"Jump Shot","3PT Field Goal",25.6,"Dallas Mavericks",218,159,1,1.5,"Williams, Deron",4.2,19.4
"Kevin Love","Cleveland Cavaliers","2016-01-15",2015,3449,1610612739,400828488,1,5,28,1,"Jump Shot","3PT Field Goal",24.6,"Houston Rockets",199,154,0,0.9,"Jones, Terrence",10.5,4.3
"George Hill","Indiana Pacers","2016-01-10",2015,3438,1610612754,400828448,2,0,4,0,"Jump Shot","3PT Field Goal",22.6,"Houston Rockets",227,11,0,0.7,"Harden, James",8,0
"Al Horford","Atlanta Hawks","2015-12-21",2015,3213,1610612737,400828300,3,8,45,0,"Jump Shot","3PT Field Goal",24.6,"Portland Trail Blazers",-34,237,0,0.8,"Crabbe, Allen",6.3,17.5
"Avery Bradley","Boston Celtics","2016-01-02",2015,4240,1610612738,400828382,2,9,44,0,"Jump Shot","3PT Field Goal",24.5,"Brooklyn Nets",-225,110,0,0.9,"Young, Thaddeus",5,16.4
"Randy Foye","Denver Nuggets","2016-01-02",2015,3003,1610612743,400828391,2,8,0,0,"Jump Shot","3PT Field Goal",24.7,"Golden State Warriors",-129,228,0,0.9,"Iguodala, Andre",5.4,21.3
"Ersan Ilyasova","Detroit Pistons","2015-12-06",2015,2767,1610612765,400828188,1,11,18,1,"Jump Shot","3PT Field Goal",25.2,"Los Angeles Lakers",210,124,0,0.9,"Bryant, Kobe",6.6,17
"Damian Lillard","Portland Trail Blazers","2015-12-14",2015,6606,1610612757,400828253,3,0,1,0,"Jump Shot","3PT Field Goal",24.7,"New Orleans Pelicans",164,188,10,9,"Davis, Anthony",5.4,0
"Matt Barnes","Memphis Grizzlies","2015-12-14",2015,1765,1610612763,400828249,4,1,25,0,"Jump Shot","3PT Field Goal",24.6,"Washington Wizards",133,213,0,0.8,"Sessions, Ramon",5.3,3.6
"Wayne Ellington","Brooklyn Nets","2015-12-26",2015,3981,1610612751,400828334,2,7,33,0,"Jump Shot","3PT Field Goal",22.6,"Washington Wizards",-240,-15,0,0.7,"Sessions, Ramon",3.1,13.6
"Monta Ellis","Indiana Pacers","2015-12-16",2015,2751,1610612754,400828258,3,6,37,0,"Jump Shot","3PT Field Goal",24.7,"Dallas Mavericks",-53,252,0,0.8,"Felton, Raymond",6,16.1
"Jimmy Butler","Chicago Bulls","2015-12-26",2015,6430,1610612741,400828336,1,1,44,0,"Jump Shot","3PT Field Goal",24.5,"Dallas Mavericks",-151,188,0,0.8,"Felton, Raymond",6.3,4.6
"Gary Harris","Denver Nuggets","2016-01-15",2015,2999547,1610612743,400828487,3,3,17,0,"Jump Shot","3PT Field Goal",26.7,"Miami Heat",187,180,0,1,"Johnson, Tyler",2.3,1.6
"Stanley Johnson","Detroit Pistons","2015-12-31",2015,3134881,1610612765,400828373,4,9,33,1,"Jump Shot","3PT Field Goal",23.6,"Minnesota Timberwolves",-138,210,0,1.1,"Prince, Tayshaun",5.9,10.3
"Trevor Ariza","Houston Rockets","2016-01-10",2015,2426,1610612745,400828448,1,8,36,0,"Jump Shot","3PT Field Goal",22.5,"Indiana Pacers",232,8,0,0.7,"Hill, George",6.1,15.7
"Kent Bazemore","Atlanta Hawks","2016-01-15",2015,6637,1610612737,400828486,2,7,57,0,"Jump Shot","3PT Field Goal",22.7,"Milwaukee Bucks",236,-5,0,0.8,"Monroe, Greg",8.4,14.9
"Gary Harris","Denver Nuggets","2015-12-26",2015,2999547,1610612743,400828337,3,11,46,0,"Jump Shot","3PT Field Goal",22.8,"San Antonio Spurs",225,-5,1,1.2,"Green, Danny",4.1,11.7
"Draymond Green","Golden State Warriors","2015-11-11",2015,6589,1610612744,400828007,1,9,54,0,"Jump Shot","3PT Field Goal",26.4,"Memphis Grizzlies",-27,249,0,1,"Randolph, Zach",5.7,5
"George Hill","Indiana Pacers","2015-12-31",2015,3438,1610612754,400828371,3,3,21,1,"Jump Shot","3PT Field Goal",22.7,"Milwaukee Bucks",-245,-16,0,1,"Parker, Jabari",15.9,16
"Brandon Knight","Phoenix Suns","2015-12-06",2015,6448,1610612756,400828186,1,0,58,0,"Jump Shot","3PT Field Goal",25.9,"Memphis Grizzlies",89,232,3,2.9,"Chalmers, Mario",4.5,5.3
"Channing Frye","Orlando Magic","2015-12-26",2015,2754,1610612753,400828331,4,6,8,0,"Jump Shot","3PT Field Goal",24.5,"Miami Heat",-20,259,0,0.9,"Deng, Luol",5.2,14.8
"Marcus Thornton","Houston Rockets","2015-12-31",2015,4017,1610612745,400828372,2,0,0,0,"Jump Shot","3PT Field Goal",45.2,"Golden State Warriors",174,390,1,0.8,"Green, Draymond",6.8,0
"Wayne Ellington","Brooklyn Nets","2015-12-06",2015,3981,1610612751,400828187,4,1,30,0,"Jump Shot","3PT Field Goal",25.1,"Golden State Warriors",184,164,2,2.1,"Rush, Brandon",2.2,7.7
"Paul Millsap","Atlanta Hawks","2015-12-14",2015,3015,1610612737,400828247,3,4,5,0,"Jump Shot","3PT Field Goal",25,"Miami Heat",2,239,0,0.9,"Winslow, Justise",6,7.6
"Kelly Olynyk","Boston Celtics","2016-01-15",2015,2489663,1610612738,400828482,2,3,7,1,"Jump Shot","3PT Field Goal",25.3,"Phoenix Suns",37,242,0,1,"Chandler, Tyson",7.5,12
"Klay Thompson","Golden State Warriors","2015-12-06",2015,6475,1610612744,400828187,1,5,24,0,"Jump Shot","3PT Field Goal",22.8,"Brooklyn Nets",-240,-6,0,0.7,"Ellington, Wayne",4,14.9
"Jimmy Butler","Chicago Bulls","2015-12-21",2015,6430,1610612741,400828301,4,0,0,1,"Jump Shot","3PT Field Goal",25,"Brooklyn Nets",27,254,2,3.1,"Young, Thaddeus",3.9,0
"Anthony Tolliver","Detroit Pistons","2016-01-20",2015,3276,1610612765,400828522,2,6,13,0,"Jump Shot","3PT Field Goal",23.1,"Houston Rockets",232,-26,0,0.7,"Jones, Terrence",6,13.2
"James Harden","Houston Rockets","2016-01-15",2015,3992,1610612745,400828488,3,0,57,0,"Jump Shot","3PT Field Goal",25.9,"Cleveland Cavaliers",55,247,0,1,"Shumpert, Iman",6,6.5
"Kelly Olynyk","Boston Celtics","2016-01-20",2015,2489663,1610612738,400828520,2,11,29,1,"Jump Shot","3PT Field Goal",24.8,"Toronto Raptors",117,218,0,1.2,"Patterson, Patrick",5.8,12.6
"Nik Stauskas","Philadelphia 76ers","2015-12-26",2015,2991042,1610612755,400828338,4,7,32,1,"Jump Shot","3PT Field Goal",22.7,"Phoenix Suns",-233,-19,0,0.8,"Leuer, Jon",6.1,24
"Ersan Ilyasova","Detroit Pistons","2015-12-31",2015,2767,1610612765,400828373,3,10,19,1,"Jump Shot","3PT Field Goal",24.4,"Minnesota Timberwolves",-56,259,0,1,"Towns, Karl-Anthony",6.7,15.6
"Joe Johnson","Brooklyn Nets","2015-12-06",2015,1007,1610612751,400828187,4,4,36,0,"Jump Shot","3PT Field Goal",26.8,"Golden State Warriors",-199,149,0,1.1,"Thompson, Klay",10.2,18.4
"Terrence Ross","Toronto Raptors","2015-12-14",2015,6619,1610612761,400828244,4,2,44,0,"Jump Shot","3PT Field Goal",22.6,"Indiana Pacers",-245,-1,0,1.2,"Hill, George",6.2,13.7
"PJ Hairston","Charlotte Hornets","2016-01-02",2015,2594816,1610612766,400828384,3,7,49,0,"Jump Shot","3PT Field Goal",26.2,"Oklahoma City Thunder",181,193,2,2.2,"Durant, Kevin",4.6,6.3
"Joe Johnson","Brooklyn Nets","2016-01-15",2015,1007,1610612751,400828483,3,4,41,1,"Jump Shot","3PT Field Goal",25.1,"Portland Trail Blazers",10,242,0,1,"Aminu, Al-Farouq",5.5,15.3
"Mirza Teletovic","Phoenix Suns","2015-12-06",2015,4385,1610612756,400828186,3,0,35,1,"Jump Shot","3PT Field Goal",24.7,"Memphis Grizzlies",125,219,0,0.7,"Green, JaMychal",3.2,9.7
"Luol Deng","Miami Heat","2016-01-04",2015,2429,1610612748,400828402,1,11,22,0,"Jump Shot","3PT Field Goal",22.8,"Indiana Pacers",-237,0,0,0.8,"Miles, CJ",5.2,10.6
"Nikola Mirotic","Chicago Bulls","2016-01-20",2015,6459,1610612741,400828521,3,1,54,0,"Jump Shot","3PT Field Goal",22,"Golden State Warriors",236,0,0,0.8,"Barnes, Harrison",2.6,11.1
"Deron Williams","Dallas Mavericks","2016-01-15",2015,2798,1610612742,400828484,1,5,7,1,"Jump Shot","3PT Field Goal",24.2,"Chicago Bulls",120,208,1,2.1,"Hinrich, Kirk",4.7,7.4
"Evan Fournier","Orlando Magic","2015-12-14",2015,6588,1610612753,400828245,1,6,27,0,"Jump Shot","3PT Field Goal",25.6,"Brooklyn Nets",159,223,2,2.1,"Young, Thaddeus",9.1,14.5
"Marco Belinelli","Sacramento Kings","2016-01-04",2015,3190,1610612758,400828404,3,3,58,1,"Jump Shot","3PT Field Goal",22.3,"Oklahoma City Thunder",-225,18,0,0.6,"Westbrook, Russell",4.2,7.2
"Kyle Korver","Atlanta Hawks","2015-12-26",2015,2011,1610612737,400828329,4,6,10,1,"Jump Shot","3PT Field Goal",24.2,"New York Knicks",-4,242,0,0.9,"Afflalo, Arron",3.9,14.2
"CJ Miles","Indiana Pacers","2015-12-05",2015,2778,1610612754,400828184,2,3,14,0,"Jump Shot","3PT Field Goal",25.5,"Utah Jazz",68,237,0,1.4,"Booker, Trevor",5.3,17.9
"Monta Ellis","Indiana Pacers","2015-12-05",2015,2751,1610612754,400828184,1,9,34,0,"Jump Shot","3PT Field Goal",23,"Utah Jazz",-235,70,0,1,"Hood, Rodney",4.5,8.7
"Isaiah Thomas","Boston Celtics","2015-12-05",2015,6472,1610612738,400828183,2,9,43,0,"Jump Shot","3PT Field Goal",22.1,"San Antonio Spurs",228,75,0,1,"Diaw, Boris",9,7.9
"Matthew Dellavedova","Cleveland Cavaliers","2015-12-05",2015,2489716,1610612739,400828178,2,6,38,0,"Jump Shot","3PT Field Goal",24.4,"Miami Heat",148,203,2,5.7,"Winslow, Justise",2.8,12.3
"Trevor Ariza","Houston Rockets","2015-12-05",2015,2426,1610612745,400828180,3,11,29,0,"Jump Shot","3PT Field Goal",24.6,"Sacramento Kings",184,165,0,1.2,"McLemore, Ben",6.7,5.8
"Langston Galloway","New York Knicks","2015-12-05",2015,2530572,1610612752,400828182,3,6,34,0,"Jump Shot","3PT Field Goal",22.7,"Milwaukee Bucks",236,-21,0,0.2,"Parker, Jabari",7.2,18.7
"Danny Green","San Antonio Spurs","2015-12-05",2015,3988,1610612759,400828183,3,3,47,0,"Jump Shot","3PT Field Goal",26.2,"Boston Celtics",51,244,0,0.9,"Bradley, Avery",5.2,14.2
"Wesley Johnson","Los Angeles Clippers","2015-12-05",2015,4247,1610612746,400828185,1,0,15,0,"Jump Shot","3PT Field Goal",24.2,"Orlando Magic",153,203,0,0.7,"Gordon, Aaron",5.2,3.7
"Victor Oladipo","Orlando Magic","2015-12-05",2015,2527963,1610612753,400828185,1,4,5,0,"Jump Shot","3PT Field Goal",24.3,"Los Angeles Clippers",58,252,0,3.2,"Stephenson, Lance",5.2,12.8
"Jose Calderon","New York Knicks","2015-12-05",2015,2806,1610612752,400828182,2,5,14,0,"Jump Shot","3PT Field Goal",25.7,"Milwaukee Bucks",-186,185,0,0.7,"Mayo, O.J.",5.1,2.1
"Rodney Hood","Utah Jazz","2016-01-02",2015,2581177,1610612762,400828390,1,3,7,1,"Jump Shot","3PT Field Goal",23,"Memphis Grizzlies",-235,7,0,1,"Green, Jeff",7.4,16.3
"Jason Terry","Houston Rockets","2015-12-05",2015,841,1610612745,400828180,4,9,10,0,"Jump Shot","3PT Field Goal",26.9,"Sacramento Kings",-183,224,0,0.9,"Belinelli, Marco",3.9,10.7
"Jason Terry","Houston Rockets","2015-12-05",2015,841,1610612745,400828180,1,0,38,0,"Jump Shot","3PT Field Goal",23.2,"Sacramento Kings",68,228,0,0.9,"McLemore, Ben",3,9.1
"Kawhi Leonard","San Antonio Spurs","2015-12-05",2015,6450,1610612759,400828183,3,6,16,0,"Jump Shot","3PT Field Goal",24.2,"Boston Celtics",145,190,1,2.8,"Crowder, Jae",4.5,12
"Gerald Green","Miami Heat","2015-12-05",2015,2761,1610612748,400828178,3,7,38,0,"Jump Shot","3PT Field Goal",24.2,"Cleveland Cavaliers",189,151,0,0.5,"Cunningham, Jared",6,3.9
"Channing Frye","Orlando Magic","2015-12-05",2015,2754,1610612753,400828185,1,9,41,0,"Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",107,223,0,0.7,"Jordan, DeAndre",6.3,16.1
"Nik Stauskas","Philadelphia 76ers","2016-01-02",2015,2991042,1610612755,400828392,3,3,31,1,"Jump Shot","3PT Field Goal",25.1,"Los Angeles Clippers",-158,205,1,1.5,"Mbah a Moute, Luc",6.1,20.7
"Patty Mills","San Antonio Spurs","2015-12-05",2015,4004,1610612759,400828183,4,2,52,0,"Jump Shot","3PT Field Goal",25.6,"Boston Celtics",143,203,0,0.6,"Thomas, Isaiah",4,4.9
"Omri Casspi","Sacramento Kings","2015-12-05",2015,3554,1610612758,400828180,4,0,40,0,"Jump Shot","3PT Field Goal",24.7,"Houston Rockets",102,224,0,0.7,"Howard, Dwight",6.9,19.4
"Gordon Hayward","Utah Jazz","2015-12-05",2015,4249,1610612762,400828184,3,0,40,0,"Jump Shot","3PT Field Goal",22.5,"Indiana Pacers",235,61,0,2.4,"Stuckey, Rodney",4.1,5.3
"Danilo Gallinari","Denver Nuggets","2015-12-05",2015,3428,1610612743,400828176,1,2,45,0,"Jump Shot","3PT Field Goal",24.7,"Philadelphia 76ers",-45,259,0,1.1,"Covington, Robert",6.9,18.1
"Jameer Nelson","Denver Nuggets","2016-01-02",2015,2439,1610612743,400828391,2,0,43,0,"Jump Shot","3PT Field Goal",25.1,"Golden State Warriors",-66,234,13,10.7,"Clark, Ian",6,12.8
"Corey Brewer","Houston Rockets","2015-12-05",2015,3191,1610612745,400828180,4,9,40,0,"Jump Shot","3PT Field Goal",24.1,"Sacramento Kings",-161,193,0,0.9,"McLemore, Ben",4.1,14.2
"Wesley Johnson","Los Angeles Clippers","2016-01-02",2015,4247,1610612746,400828392,3,4,3,0,"Jump Shot","3PT Field Goal",23.9,"Philadelphia 76ers",20,269,0,0.8,"Grant, Jerami",5.2,18.2
"Meyers Leonard","Portland Trail Blazers","2015-12-05",2015,6605,1610612757,400828181,4,4,38,0,"Jump Shot","3PT Field Goal",38.8,"Minnesota Timberwolves",-43,355,2,1.1,"LaVine, Zach",9.5,0.2
"Darren Collison","Sacramento Kings","2016-01-02",2015,3973,1610612758,400828383,4,7,15,1,"Jump Shot","3PT Field Goal",24.3,"Phoenix Suns",228,105,0,1.6,"Goodwin, Archie",6.1,4.4
"Rodney Hood","Utah Jazz","2016-01-02",2015,2581177,1610612762,400828390,4,9,4,1,"Jump Shot","3PT Field Goal",24.4,"Memphis Grizzlies",230,92,0,0.8,"Green, Jeff",4.5,4.3
"Manu Ginobili","San Antonio Spurs","2015-12-05",2015,272,1610612759,400828183,2,0,56,0,"Jump Shot","3PT Field Goal",23.7,"Boston Celtics",-133,224,0,1.1,"Turner, Evan",8.9,8.4
"Marvin Williams","Charlotte Hornets","2015-12-05",2015,2797,1610612766,400828179,4,9,15,0,"Jump Shot","3PT Field Goal",25.6,"Chicago Bulls",-9,239,0,1.6,"McDermott, Doug",5.8,21.9
"PJ Hairston","Charlotte Hornets","2015-12-05",2015,2594816,1610612766,400828179,3,7,59,0,"Jump Shot","3PT Field Goal",26.4,"Chicago Bulls",117,214,0,0.8,"Snell, Tony",3.8,15.6
"Zach LaVine","Minnesota Timberwolves","2015-12-05",2015,3064440,1610612750,400828181,3,0,48,0,"Jump Shot","3PT Field Goal",25.2,"Portland Trail Blazers",-124,218,13,13.1,"Leonard, Meyers",6.3,11.1
"Stephen Curry","Golden State Warriors","2016-01-02",2015,3975,1610612744,400828391,2,4,48,1,"Jump Shot","3PT Field Goal",26.4,"Denver Nuggets",-176,213,0,0.5,"Barton, Will",4.4,7.4
"Danilo Gallinari","Denver Nuggets","2015-12-05",2015,3428,1610612743,400828176,4,0,22,0,"Jump Shot","3PT Field Goal",25.7,"Philadelphia 76ers",-122,237,0,1.2,"Grant, Jerami",5,11.6
"Draymond Green","Golden State Warriors","2015-12-05",2015,6589,1610612744,400828177,1,5,9,0,"Jump Shot","3PT Field Goal",25,"Toronto Raptors",4,244,0,0.9,"Scola, Luis",15.4,13.5
"Robert Covington","Philadelphia 76ers","2015-12-05",2015,2490620,1610612755,400828176,3,6,39,0,"Jump Shot","3PT Field Goal",23.8,"Denver Nuggets",227,134,0,1,"Gallinari, Danilo",4.2,14.6
"Stephen Curry","Golden State Warriors","2015-12-05",2015,3975,1610612744,400828177,4,4,23,0,"Jump Shot","3PT Field Goal",28.9,"Toronto Raptors",-210,198,0,0.2,"Joseph, Cory",6.8,1.4
"Trey Burke","Utah Jazz","2015-12-05",2015,2579260,1610612762,400828184,2,10,29,0,"Jump Shot","3PT Field Goal",24.2,"Indiana Pacers",123,213,0,0.8,"Hill, George",4.5,18.6
"Bojan Bogdanovic","Brooklyn Nets","2016-01-02",2015,3593,1610612751,400828382,1,4,23,0,"Jump Shot","3PT Field Goal",25.8,"Boston Celtics",-12,252,1,1.1,"Crowder, Jae",12.2,17.5
"Kemba Walker","Charlotte Hornets","2015-12-05",2015,6479,1610612766,400828179,3,5,15,0,"Jump Shot","3PT Field Goal",24.3,"Chicago Bulls",104,229,9,5.8,"Rose, Derrick",5.2,14.6
"Rudy Gay","Sacramento Kings","2015-12-05",2015,3005,1610612758,400828180,2,9,9,0,"Jump Shot","3PT Field Goal",22.7,"Houston Rockets",227,-11,0,0.8,"Howard, Dwight",6.8,7.4
"Jamal Crawford","Los Angeles Clippers","2015-12-05",2015,165,1610612746,400828185,2,8,17,0,"Jump Shot","3PT Field Goal",24.7,"Orlando Magic",-160,218,8,7.2,"Oladipo, Victor",4.9,16
"Robert Covington","Philadelphia 76ers","2015-12-05",2015,2490620,1610612755,400828176,1,7,22,0,"Jump Shot","3PT Field Goal",26,"Denver Nuggets",-35,262,0,1,"Gallinari, Danilo",5.2,8.5
"Meyers Leonard","Portland Trail Blazers","2015-12-05",2015,6605,1610612757,400828181,3,0,33,0,"Jump Shot","3PT Field Goal",24.5,"Minnesota Timberwolves",159,180,0,1.1,"Wiggins, Andrew",11.1,11.3
"Trey Burke","Utah Jazz","2015-12-05",2015,2579260,1610612762,400828184,3,1,44,0,"Jump Shot","3PT Field Goal",22.7,"Indiana Pacers",240,2,0,0.7,"George, Paul",6.4,17.9
"JR Smith","Cleveland Cavaliers","2015-12-05",2015,2444,1610612739,400828178,3,4,59,0,"Jump Shot","3PT Field Goal",24.2,"Miami Heat",-199,146,0,0.9,"Green, Gerald",5.3,12.3
"Nikola Mirotic","Chicago Bulls","2015-12-05",2015,6459,1610612741,400828179,4,0,46,0,"Jump Shot","3PT Field Goal",25.4,"Charlotte Hornets",-230,2,0,2.6,"Williams, Marvin",6.8,17.4
"Damian Lillard","Portland Trail Blazers","2015-12-05",2015,6606,1610612757,400828181,1,3,8,0,"Jump Shot","3PT Field Goal",27.6,"Minnesota Timberwolves",79,237,0,1.1,"Wiggins, Andrew",7.9,16
"Wesley Johnson","Los Angeles Clippers","2015-12-05",2015,4247,1610612746,400828185,3,4,35,0,"Jump Shot","3PT Field Goal",25,"Orlando Magic",107,224,1,3.5,"Nicholson, Andrew",3.4,16.6
"Tobias Harris","Orlando Magic","2015-12-05",2015,6440,1610612753,400828185,2,1,18,0,"Jump Shot","3PT Field Goal",24.8,"Los Angeles Clippers",120,232,0,1,"Stephenson, Lance",5.4,18.7
"Nikola Mirotic","Chicago Bulls","2015-12-05",2015,6459,1610612741,400828179,3,9,7,0,"Jump Shot","3PT Field Goal",26.9,"Charlotte Hornets",-12,249,0,0.8,"Batum, Nicolas",5.7,7.2
"Nik Stauskas","Philadelphia 76ers","2016-01-02",2015,2991042,1610612755,400828392,1,3,8,1,"Jump Shot","3PT Field Goal",24.5,"Los Angeles Clippers",63,242,5,7.1,"Rivers, Austin",2.8,1.5
"Carmelo Anthony","New York Knicks","2015-12-05",2015,1975,1610612752,400828182,1,10,41,0,"Jump Shot","3PT Field Goal",22.9,"Milwaukee Bucks",-241,36,0,0.2,"Antetokounmpo, Giannis",6.4,18.3
"Carmelo Anthony","New York Knicks","2015-12-05",2015,1975,1610612752,400828182,4,7,54,0,"Jump Shot","3PT Field Goal",22.6,"Milwaukee Bucks",223,43,1,5,"O'Bryant, Johnny",4.6,9.8
